chr5	251453	251583	SDHA	E13	9160	130	130	1.0000000
chr5	254508	254621	SDHA	E14	5084	113	113	1.0000000
chr5	1294886	1295183	TERT	E1	3192	297	297	1.0000000
chr5	7870883	7871036	MTRR	E2	5281	153	153	1.0000000
chr5	150056269	150058930	MYOZ3	E7	0	0	2661	0.0000000
chr6	18128545	18131011	TPMT	E9	5245	495	2466	0.2007299
chr6	32816767	32816895	TAP1	E6	4231	128	128	1.0000000
chr7	92774698	92775353	SAMD9L	E3	0	0	655	0.0000000
chr7	116739816	116739898	ST7	E2	0	0	82	0.0000000
chr7	116769847	116769901	ST7	E4	0	0	54	0.0000000
chr7	116771939	116772014	ST7	E6	0	0	75	0.0000000
chr9	5021963	5022213	JAK2	E3	9372	250	250	1.0000000
chr9	5029783	5029906	JAK2	E4	7113	123	123	1.0000000
chr9	5044403	5044520	JAK2	E5	4973	117	117	1.0000000
chr9	5050686	5050831	JAK2	E6	8634	145	145	1.0000000
chr9	5054563	5054884	JAK2	E7	12003	321	321	1.0000000
chr9	5055669	5055788	JAK2	E8	4056	119	119	1.0000000
chr9	5064883	5065040	JAK2	E9	7529	157	157	1.0000000
chr9	5066678	5066789	JAK2	E10	4095	111	111	1.0000000
chr9	5069022	5069208	JAK2	E11	7647	186	186	1.0000000
chr9	5069925	5070052	JAK2	E12	7065	127	127	1.0000000
chr9	5072492	5072626	JAK2	E13	9052	134	134	1.0000000
chr9	5073698	5073785	JAK2	E14	6049	87	87	1.0000000
chr9	5077453	5077580	JAK2	E15	2228	127	127	1.0000000
chr9	5078306	5078444	JAK2	E16	7498	138	138	1.0000000
chr9	5080229	5080380	JAK2	E17	8254	151	151	1.0000000
chr9	5080533	5080683	JAK2	E18	7202	150	150	1.0000000
chr9	5081725	5081861	JAK2	E19	8150	136	136	1.0000000
chr9	5089674	5089863	JAK2	E20	7549	189	189	1.0000000
chr9	5090446	5090570	JAK2	E21	6712	124	124	1.0000000
chr9	5090739	5090911	JAK2	E22	6333	172	172	1.0000000
chr9	5123004	5123121	JAK2	E23	4035	117	117	1.0000000
chr9	5126333	5126446	JAK2	E24	4300	113	113	1.0000000
chr9	5126684	5129944	JAK2	E25	4741	969	3260	0.2972393
chr9	21967751	21968241	CDKN2A	E3	4416	443	490	0.9040816
chr9	21970901	21971207	CDKN2A	E2	15943	306	306	1.0000000
chr9	21974677	21974856	CDKN2A	E1	8633	179	179	1.0000000
chr9	136501485	136501832	DBH	E1	0	0	347	0.0000000
chr9	136504968	136505114	DBH	E2	0	0	146	0.0000000
chr9	136507329	136507586	DBH	E3	0	0	257	0.0000000
chr9	136512968	136513134	DBH	E6	0	0	166	0.0000000
chr9	136517368	136517406	DBH	E8	0	0	38	0.0000000
chr9	136518062	136518121	DBH	E9	0	0	59	0.0000000
chr9	136523438	136524451	DBH	E12	0	0	1013	0.0000000
chr11	532631	532755	HRAS	E5	4712	124	124	1.0000000
chr11	533453	533612	HRAS	E4	12016	159	159	1.0000000
chr11	533766	533944	HRAS	E3	10408	178	178	1.0000000
chr11	534212	534375	HRAS	E2	4912	163	163	1.0000000
chr11	108235809	108235945	ATM	E62	13458	136	136	1.0000000
chr11	108236052	108239829	ATM	E63	19553	1202	3777	0.3182420
chr11	108253482	108253902	C11orf65	E9	0	0	420	0.0000000
chr12	56086628	56086759	ITGA7	E21	0	0	131	0.0000000
chr12	56087805	56087907	ITGA7	E19	0	0	102	0.0000000
chr12	56088040	56088114	ITGA7	E18	0	0	74	0.0000000
chr12	56088562	56088754	ITGA7	E15	0	0	192	0.0000000
chr12	56093654	56093773	ITGA7	E5	0	0	119	0.0000000
chr12	56096835	56096962	ITGA7	E2	0	0	127	0.0000000
chr12	56101261	56101688	ITGA7	E1	0	0	427	0.0000000
chr13	32332395	32332541	RXFP2	E2	0	0	146	0.0000000
chr13	32339174	32339279	RXFP2	E4	0	0	105	0.0000000
chr13	32340093	32340164	RXFP2	E5	0	0	71	0.0000000
chr13	32363259	32363330	RXFP2	E14	0	0	71	0.0000000
chr13	32376283	32377526	RXFP2	E18	0	0	1243	0.0000000
chr14	75018890	75019096	LTBP2	E6	0	0	206	0.0000000
chr16	2047655	2048586	ZNF598	E14	0	0	931	0.0000000
chr16	2048703	2048853	ZNF598	E13	0	0	150	0.0000000
chr16	2050392	2050482	ZNF598	E10	0	0	90	0.0000000
chr16	2079583	2079783	NHERF2	E2	0	0	200	0.0000000
chr16	2086325	2086504	NHERF2	E3	0	0	179	0.0000000
chr16	2086729	2086882	NHERF2	E4	0	0	153	0.0000000
chr16	2087827	2089027	NHERF2	E7	0	0	1200	0.0000000
chr16	23635330	23635415	PALB2	E8	3709	85	85	1.0000000
chr16	23640961	23641790	PALB2	E5	29146	829	829	1.0000000
chr16	69711106	69711238	NFAT5	E10	0	0	132	0.0000000
chr16	89805290	89805382	FANCA	E42	8541	92	92	1.0000000
chr16	89816138	89816310	FANCA	E32	9429	172	172	1.0000000
chr17	31258345	31258420	TMEM98	E2	0	0	75	0.0000000
chr17	31258493	31258677	TMEM98	E3	0	0	184	0.0000000
chr17	31260192	31260323	TMEM98	E4	0	0	131	0.0000000
chr17	31340106	31341084	ASIC2	E10	0	0	978	0.0000000
chr17	31342989	31343057	ASIC2	E9	0	0	68	0.0000000
chr17	39519750	39520205	KRT33B	E7	0	0	455	0.0000000
chr17	39525655	39526065	KRT33B	E1	0	0	410	0.0000000
chr17	39723485	39724002	KRT9	E7	0	0	517	0.0000000
chr17	39724760	39724885	KRT9	E5	0	0	125	0.0000000
chr17	39725678	39725839	KRT9	E4	0	0	161	0.0000000
chr17	39727603	39728311	KRT9	E1	0	0	708	0.0000000
chr17	58733960	58734202	PPM1D	E5	0	0	242	0.0000000
chr17	61683673	61683800	TACO1	E3	0	0	127	0.0000000
chr17	61685162	61685725	TACO1	E5	0	0	563	0.0000000
chr17	61780192	61781111	STRADA	E13	0	0	919	0.0000000
chr17	61781701	61781942	STRADA	E11	0	0	241	0.0000000
chr18	672860	673577	TYMS	E7	2779	579	717	0.8075314
chr18	51056934	51062268	DCC	E29	0	0	5334	0.0000000
chr19	1205777	1207202	STK11	E1	14412	972	1425	0.6821052
chr19	1218416	1218499	STK11	E2	3068	83	83	1.0000000
chr19	1219323	1219412	STK11	E3	3851	89	89	1.0000000
chr19	1220372	1220504	STK11	E4	7985	132	132	1.0000000
chr19	1220580	1220716	STK11	E5	8643	136	136	1.0000000
chr19	1221212	1221339	STK11	E6	6505	127	127	1.0000000
chr19	1221948	1222005	STK11	E7	4251	57	57	1.0000000
chr19	1222984	1223171	STK11	E8	8736	187	187	1.0000000
chr19	1226453	1226662	STK11	E9	7042	209	209	1.0000000
chr19	1227592	1228430	STK11	E10	11556	650	838	0.7756563
chr19	3094360	3094785	GNA11	E1	4455	351	425	0.8258824
chr19	3110147	3110331	GNA11	E2	7881	184	184	1.0000000
chr19	3113328	3113482	GNA11	E3	7759	154	154	1.0000000
chr19	3114942	3115070	GNA11	E4	7236	128	128	1.0000000
chr19	3118922	3119051	GNA11	E5	6550	129	129	1.0000000
chr19	3119204	3119357	GNA11	E6	8426	153	153	1.0000000
chr19	3120987	3123996	GNA11	E7	10995	1112	3009	0.3695580
chr19	50399072	50399310	IL4I1	E3	0	0	238	0.0000000
chr19	50399405	50399439	IL4I1	E2	0	0	34	0.0000000
